sample_id,score,score_before,status
LA_D_1000752,17.12124252319336,17.14924430847168,ok
LA_D_1001095,18.08274269104004,18.22501564025879,ok
LA_D_1002626,16.865402221679688,17.85240364074707,ok
LA_D_1003797,11.120043754577637,11.144251823425293,ok
LA_D_1004406,12.154623985290527,12.521462440490723,ok
LA_D_1004774,14.508407592773438,15.154146194458008,ok
LA_D_1005471,15.524998664855957,16.67106819152832,ok
LA_D_1006586,12.293009757995605,12.370701789855957,ok
LA_D_1007975,15.892333984375,16.306955337524414,ok
LA_D_1008673,16.466344833374023,16.50992774963379,ok
LA_D_1008834,4.529414653778076,4.258453369140625,ok
LA_D_1010205,17.711589813232422,18.178455352783203,ok
LA_D_1011897,7.5695013999938965,8.420750617980957,ok
LA_D_1012999,14.648910522460938,15.103781700134277,ok
LA_D_1013553,17.367795944213867,17.787458419799805,ok
LA_D_1013596,13.344365119934082,14.321237564086914,ok
LA_D_1013783,12.576382637023926,13.248013496398926,ok
LA_D_1013810,9.179698944091797,9.316515922546387,ok
LA_D_1016296,12.070632934570312,12.42104721069336,ok
LA_D_1016922,16.80611228942871,17.2188663482666,ok
LA_D_1018598,9.486732482910156,10.34887981414795,ok
LA_D_1020087,10.27552604675293,11.758955955505371,ok
LA_D_1021287,16.451704025268555,17.79640769958496,ok
LA_D_1024033,13.68239974975586,14.053730964660645,ok
LA_D_1024326,13.025924682617188,13.669021606445312,ok
LA_D_1024541,9.583561897277832,10.004532814025879,ok
LA_D_1025356,8.394261360168457,8.468756675720215,ok
LA_D_1025927,11.214940071105957,12.112359046936035,ok
LA_D_1026545,11.190475463867188,11.337446212768555,ok
LA_D_1026868,-14.021690368652344,-15.256339073181152,ok
LA_D_1027036,13.643268585205078,13.934157371520996,ok
LA_D_1027039,6.991466045379639,7.8049540519714355,ok
LA_D_1028482,10.460060119628906,11.192694664001465,ok
LA_D_1029401,14.96593952178955,15.571846961975098,ok
LA_D_1029623,11.546768188476562,12.038634300231934,ok
LA_D_1029785,18.02112579345703,18.998584747314453,ok
LA_D_1030270,16.948131561279297,17.883766174316406,ok
LA_D_1030640,15.358393669128418,17.03963851928711,ok
LA_D_1031151,16.99348258972168,17.61789894104004,ok
LA_D_1031999,18.08946418762207,18.579992294311523,ok
LA_D_1032197,13.915501594543457,14.289200782775879,ok
LA_D_1032757,12.271466255187988,11.792060852050781,ok
LA_D_1033225,12.648147583007812,13.015423774719238,ok
LA_D_1034329,11.888812065124512,12.132346153259277,ok
LA_D_1035474,15.451980590820312,16.814390182495117,ok
LA_D_1035695,15.36788558959961,15.89665699005127,ok
LA_D_1035911,12.871322631835938,13.633045196533203,ok
LA_D_1036594,9.20995044708252,8.660126686096191,ok
LA_D_1036986,10.238286018371582,10.35146427154541,ok
LA_D_1038888,12.867294311523438,13.18172550201416,ok
LA_D_1039057,15.756243705749512,16.352922439575195,ok
LA_D_1039305,13.938017845153809,14.15041732788086,ok
LA_D_1039528,11.73699951171875,13.036442756652832,ok
LA_D_1041845,16.507110595703125,17.13187599182129,ok
LA_D_1042553,16.52215576171875,17.71312141418457,ok
LA_D_1043824,12.420680046081543,13.282238960266113,ok
LA_D_1044414,4.049411296844482,4.176223278045654,ok
LA_D_1044924,10.657147407531738,10.8444242477417,ok
LA_D_1046296,15.987853050231934,16.108720779418945,ok
LA_D_1048234,18.244478225708008,18.999584197998047,ok
LA_D_1049366,11.89745044708252,12.76229476928711,ok
LA_D_1050286,13.89985179901123,13.917381286621094,ok
LA_D_1050709,14.581520080566406,14.982995986938477,ok
LA_D_1051032,14.376738548278809,14.98344898223877,ok
LA_D_1053530,14.626670837402344,15.068269729614258,ok
LA_D_1054205,13.011295318603516,13.490626335144043,ok
LA_D_1054239,12.53880786895752,13.340431213378906,ok
LA_D_1054756,9.52578067779541,9.752970695495605,ok
LA_D_1055238,10.623953819274902,10.834656715393066,ok
LA_D_1055758,14.339777946472168,14.961773872375488,ok
LA_D_1056838,13.943923950195312,14.50565242767334,ok
LA_D_1056844,13.584046363830566,14.524682998657227,ok
LA_D_1057680,14.918105125427246,15.08508014678955,ok
LA_D_1058167,14.740450859069824,15.782773971557617,ok
LA_D_1058697,10.459548950195312,11.401300430297852,ok
LA_D_1058790,10.533992767333984,10.465080261230469,ok
LA_D_1059373,15.258064270019531,15.603156089782715,ok
LA_D_1060354,15.913424491882324,16.716779708862305,ok
LA_D_1060968,-13.26181697845459,-14.16535472869873,ok
LA_D_1060987,14.131054878234863,15.084105491638184,ok
LA_D_1061499,6.3871235847473145,6.235745429992676,ok
LA_D_1063236,13.298844337463379,14.52198314666748,ok
LA_D_1063280,12.353367805480957,13.835619926452637,ok
LA_D_1063719,11.721823692321777,12.105759620666504,ok
LA_D_1064949,13.394111633300781,13.954194068908691,ok
LA_D_1065306,13.014705657958984,13.287110328674316,ok
LA_D_1066396,10.599024772644043,11.885754585266113,ok
LA_D_1068250,12.375819206237793,12.998154640197754,ok
LA_D_1069983,11.742632865905762,12.08871841430664,ok
LA_D_1070584,13.743041038513184,13.88492488861084,ok
LA_D_1070779,12.259976387023926,12.727230072021484,ok
LA_D_1071291,13.218279838562012,14.410667419433594,ok
LA_D_1071356,11.025421142578125,11.075606346130371,ok
LA_D_1073474,11.980603218078613,11.870305061340332,ok
LA_D_1074040,13.224776268005371,13.483194351196289,ok
LA_D_1074364,15.696019172668457,16.248517990112305,ok
LA_D_1074980,12.151484489440918,13.237847328186035,ok
LA_D_1075128,15.266432762145996,16.039813995361328,ok
LA_D_1075190,12.669970512390137,12.708048820495605,ok
LA_D_1075455,11.089797019958496,12.125203132629395,ok
LA_D_1076068,13.992318153381348,14.927684783935547,ok
LA_D_1078241,15.189811706542969,15.690084457397461,ok
LA_D_1078299,13.267585754394531,13.325045585632324,ok
LA_D_1079091,11.892627716064453,12.331494331359863,ok
LA_D_1080524,19.81041145324707,20.959081649780273,ok
LA_D_1081164,16.95249366760254,17.29380989074707,ok
LA_D_1082871,15.860918998718262,16.15375518798828,ok
LA_D_1083406,16.773330688476562,17.78764533996582,ok
LA_D_1084356,-13.686019897460938,-14.01225471496582,ok
LA_D_1084765,10.997780799865723,10.929410934448242,ok
LA_D_1084804,8.903368949890137,9.324458122253418,ok
LA_D_1084880,11.557873725891113,11.955658912658691,ok
LA_D_1085566,11.10535717010498,11.151970863342285,ok
LA_D_1085765,12.263033866882324,12.3914155960083,ok
LA_D_1086391,-13.415115356445312,-14.03549575805664,ok
LA_D_1088314,12.01327133178711,12.52438735961914,ok
LA_D_1088370,13.501729011535645,14.086424827575684,ok
LA_D_1088929,13.799511909484863,14.24323558807373,ok
LA_D_1088963,14.055099487304688,15.49117374420166,ok
LA_D_1089922,15.74059772491455,16.742616653442383,ok
LA_D_1091308,13.512713432312012,14.696308135986328,ok
LA_D_1091601,8.80368709564209,9.0931978225708,ok
LA_D_1091851,16.503250122070312,17.528459548950195,ok
LA_D_1092890,14.401046752929688,14.794026374816895,ok
LA_D_1093350,15.141127586364746,16.43214225769043,ok
LA_D_1094179,13.263797760009766,13.522791862487793,ok
LA_D_1094379,13.543200492858887,14.52854061126709,ok
LA_D_1094871,17.455854415893555,17.319364547729492,ok
LA_D_1096227,11.136832237243652,11.649523735046387,ok
LA_D_1097191,14.452320098876953,14.594466209411621,ok
LA_D_1098936,16.289033889770508,16.542070388793945,ok
LA_D_1099173,12.975955963134766,13.627413749694824,ok
LA_D_1099405,15.788527488708496,15.997599601745605,ok
LA_D_1099638,7.74669885635376,8.381489753723145,ok
LA_D_1099657,13.035717010498047,13.395895957946777,ok
LA_D_1101351,-12.520549774169922,-12.825535774230957,ok
LA_D_1105378,10.270533561706543,10.950160026550293,ok
LA_D_1105489,-10.846607208251953,-11.312247276306152,ok
LA_D_1106906,8.71459674835205,9.13175106048584,ok
LA_D_1107234,11.138772010803223,11.366349220275879,ok
LA_D_1108281,17.314821243286133,18.09206199645996,ok
LA_D_1108377,14.340136528015137,14.98226261138916,ok
LA_D_1108768,11.937714576721191,12.661706924438477,ok
LA_D_1110227,14.855185508728027,15.687532424926758,ok
LA_D_1110769,8.82275104522705,9.009297370910645,ok
LA_D_1111073,13.750080108642578,14.39814281463623,ok
LA_D_1111626,10.313057899475098,11.585420608520508,ok
LA_D_1114039,13.849639892578125,15.967728614807129,ok
LA_D_1114144,8.892047882080078,8.678070068359375,ok
LA_D_1117567,19.10846519470215,19.611635208129883,ok
LA_D_1118794,10.583881378173828,11.62904167175293,ok
LA_D_1121887,-13.383750915527344,-13.736403465270996,ok
LA_D_1123453,18.47549819946289,18.615407943725586,ok
LA_D_1123562,13.533126831054688,14.051555633544922,ok
LA_D_1123614,-5.313553810119629,-6.593749523162842,ok
LA_D_1124968,12.431785583496094,12.549870491027832,ok
LA_D_1126775,13.353692054748535,13.701752662658691,ok
LA_D_1126907,-13.2042875289917,-13.937859535217285,ok
LA_D_1127112,11.706259727478027,12.495985984802246,ok
LA_D_1128845,14.255621910095215,14.781828880310059,ok
LA_D_1129909,-13.959912300109863,-14.186861991882324,ok
LA_D_1130470,-13.712052345275879,-13.876276969909668,ok
LA_D_1131563,13.133955955505371,13.63278579711914,ok
LA_D_1132076,15.768447875976562,15.797879219055176,ok
LA_D_1133069,-11.004300117492676,-11.521954536437988,ok
