sample_id,score,score_before,status
0.wav,-2.135946750640869,-2.135946750640869,ok
1.wav,1.1617131233215332,1.1617131233215332,ok
10.wav,-1.0802135467529297,-1.0802135467529297,ok
100.wav,3.555039882659912,3.555039882659912,ok
1000.wav,0.36571934819221497,0.36571934819221497,ok
10000.wav,-0.10500699281692505,-0.10500699281692505,ok
10001.wav,-5.867535591125488,-5.867535591125488,ok
10002.wav,-8.095282554626465,-8.095282554626465,ok
10003.wav,-4.06679105758667,-4.06679105758667,ok
10004.wav,-4.7771382331848145,-4.7771382331848145,ok
10005.wav,2.0772340297698975,2.0772340297698975,ok
10006.wav,3.9213268756866455,3.9213268756866455,ok
10007.wav,3.1631393432617188,3.1631393432617188,ok
10008.wav,-0.3468366861343384,-0.3468366861343384,ok
10009.wav,1.5170440673828125,1.5170440673828125,ok
1001.wav,3.233137607574463,3.233137607574463,ok
10010.wav,-2.7221105098724365,-2.7221105098724365,ok
10011.wav,6.067065715789795,6.067065715789795,ok
10012.wav,1.7256828546524048,1.7256828546524048,ok
10013.wav,-2.6592674255371094,-2.6592674255371094,ok
10014.wav,-2.417876720428467,-2.417876720428467,ok
10015.wav,-8.633671760559082,-8.633671760559082,ok
10016.wav,1.347394585609436,1.347394585609436,ok
10017.wav,4.896941661834717,4.896941661834717,ok
10018.wav,-0.8131924271583557,-0.8131924271583557,ok
10019.wav,1.1444213390350342,1.1444213390350342,ok
1002.wav,6.431768894195557,6.431768894195557,ok
10020.wav,1.7046140432357788,1.7046140432357788,ok
10021.wav,-2.8408942222595215,-2.8408942222595215,ok
10022.wav,2.2771236896514893,2.2771236896514893,ok
10023.wav,4.922068119049072,4.922068119049072,ok
10024.wav,2.1149072647094727,2.1149072647094727,ok
10025.wav,4.68705940246582,4.68705940246582,ok
10026.wav,1.944607138633728,1.944607138633728,ok
10027.wav,-6.638932228088379,-6.638932228088379,ok
10028.wav,2.404188394546509,2.404188394546509,ok
10029.wav,-0.06384158134460449,-0.06384158134460449,ok
1003.wav,4.737462520599365,4.737462520599365,ok
10030.wav,7.585276126861572,7.585276126861572,ok
10031.wav,-7.526904106140137,-7.526904106140137,ok
10032.wav,-0.3523114025592804,-0.3523114025592804,ok
10033.wav,2.4896514415740967,2.4896514415740967,ok
10034.wav,-1.5397063493728638,-1.5397063493728638,ok
10035.wav,-7.216360092163086,-7.216360092163086,ok
10036.wav,4.888673305511475,4.888673305511475,ok
10037.wav,-0.7865028381347656,-0.7865028381347656,ok
10038.wav,-9.76498031616211,-9.76498031616211,ok
10039.wav,-6.901297092437744,-6.901297092437744,ok
1004.wav,-3.4909629821777344,-3.4909629821777344,ok
10040.wav,6.524932384490967,6.524932384490967,ok
10041.wav,-7.397022247314453,-7.397022247314453,ok
10042.wav,-2.1065778732299805,-2.1065778732299805,ok
10043.wav,10.929797172546387,10.929797172546387,ok
10044.wav,-2.8040106296539307,-2.8040106296539307,ok
10045.wav,-0.3461495339870453,-0.3461495339870453,ok
10046.wav,0.3469783067703247,0.3469783067703247,ok
10047.wav,-4.13279390335083,-4.13279390335083,ok
10048.wav,7.760369300842285,7.760369300842285,ok
10049.wav,2.2904305458068848,2.2904305458068848,ok
1005.wav,0.4784424901008606,0.4784424901008606,ok
10050.wav,-3.2632195949554443,-3.2632195949554443,ok
10051.wav,-4.008256435394287,-4.008256435394287,ok
10052.wav,1.6384960412979126,1.6384960412979126,ok
10053.wav,3.3407106399536133,3.3407106399536133,ok
10054.wav,0.4418673515319824,0.4418673515319824,ok
10055.wav,-0.13916102051734924,-0.13916102051734924,ok
10056.wav,-3.6777286529541016,-3.6777286529541016,ok
10057.wav,-4.9790873527526855,-4.9790873527526855,ok
10058.wav,-2.85490083694458,-2.85490083694458,ok
10059.wav,-2.771982192993164,-2.771982192993164,ok
1006.wav,2.4018826484680176,2.4018826484680176,ok
10060.wav,-4.220245838165283,-4.220245838165283,ok
10061.wav,2.1182281970977783,2.1182281970977783,ok
10062.wav,-0.37433403730392456,-0.37433403730392456,ok
10063.wav,-8.384078025817871,-8.384078025817871,ok
10064.wav,2.0783722400665283,2.0783722400665283,ok
10065.wav,0.8716767430305481,0.8716767430305481,ok
10066.wav,3.727421522140503,3.727421522140503,ok
10067.wav,-8.212798118591309,-8.212798118591309,ok
10068.wav,2.302283763885498,2.302283763885498,ok
10069.wav,0.43747106194496155,0.43747106194496155,ok
1007.wav,-4.143118381500244,-4.143118381500244,ok
10070.wav,0.5632585883140564,0.5632585883140564,ok
10071.wav,1.7639096975326538,1.7639096975326538,ok
10072.wav,-0.4825707674026489,-0.4825707674026489,ok
10073.wav,-1.6948925256729126,-1.6948925256729126,ok
10074.wav,6.322793483734131,6.322793483734131,ok
10075.wav,0.15445750951766968,0.15445750951766968,ok
10076.wav,1.5768293142318726,1.5768293142318726,ok
10077.wav,-8.271591186523438,-8.271591186523438,ok
10078.wav,1.7307308912277222,1.7307308912277222,ok
10079.wav,-0.38984355330467224,-0.38984355330467224,ok
1008.wav,7.784480571746826,7.784480571746826,ok
10080.wav,-5.024234294891357,-5.024234294891357,ok
10081.wav,3.3325726985931396,3.3325726985931396,ok
10082.wav,-0.3604370951652527,-0.3604370951652527,ok
10083.wav,1.7384661436080933,1.7384661436080933,ok
10084.wav,3.2710866928100586,3.2710866928100586,ok
10085.wav,2.470545768737793,2.470545768737793,ok
10086.wav,-3.321489095687866,-3.321489095687866,ok
10087.wav,1.340701699256897,1.340701699256897,ok
10088.wav,-1.7464057207107544,-1.7464057207107544,ok
10089.wav,-6.993278980255127,-6.993278980255127,ok
1009.wav,-1.2042697668075562,-1.2042697668075562,ok
10090.wav,-0.543881893157959,-0.543881893157959,ok
10091.wav,-0.008753981441259384,-0.008753981441259384,ok
10092.wav,-3.9611117839813232,-3.9611117839813232,ok
10093.wav,-8.660059928894043,-8.660059928894043,ok
10094.wav,1.8723336458206177,1.8723336458206177,ok
10095.wav,-2.0030767917633057,-2.0030767917633057,ok
10096.wav,2.718744993209839,2.718744993209839,ok
10097.wav,-0.5259167551994324,-0.5259167551994324,ok
10098.wav,-2.4049415588378906,-2.4049415588378906,ok
10099.wav,6.3761067390441895,6.3761067390441895,ok
101.wav,1.9576462507247925,1.9576462507247925,ok
1010.wav,0.42688724398612976,0.42688724398612976,ok
10100.wav,-1.3622217178344727,-1.3622217178344727,ok
10101.wav,1.7277752161026,1.7277752161026,ok
10102.wav,3.2779412269592285,3.2779412269592285,ok
10103.wav,-0.010325010865926743,-0.010325010865926743,ok
10104.wav,6.844359874725342,6.844359874725342,ok
10105.wav,-3.024904489517212,-3.024904489517212,ok
10106.wav,2.4843595027923584,2.4843595027923584,ok
10107.wav,-3.0279855728149414,-3.0279855728149414,ok
10108.wav,8.684464454650879,8.684464454650879,ok
10109.wav,0.11232736706733704,0.11232736706733704,ok
1011.wav,0.3517083525657654,0.3517083525657654,ok
10110.wav,-1.1346755027770996,-1.1346755027770996,ok
10111.wav,-5.087421894073486,-5.087421894073486,ok
10112.wav,2.923733711242676,2.923733711242676,ok
10113.wav,-6.807845115661621,-6.807845115661621,ok
10114.wav,-6.756722450256348,-6.756722450256348,ok
10115.wav,-6.255523204803467,-6.255523204803467,ok
10116.wav,-4.509641170501709,-4.509641170501709,ok
10117.wav,12.186734199523926,12.186734199523926,ok
10118.wav,-1.2314444780349731,-1.2314444780349731,ok
10119.wav,1.9429503679275513,1.9429503679275513,ok
1012.wav,-1.6954262256622314,-1.6954262256622314,ok
10120.wav,0.19773927330970764,0.19773927330970764,ok
10121.wav,-2.3573789596557617,-2.3573789596557617,ok
10122.wav,3.625981330871582,3.625981330871582,ok
10123.wav,-6.394376754760742,-6.394376754760742,ok
10124.wav,3.560530662536621,3.560530662536621,ok
