sample_id,score,score_before,status
0.wav,-2.1359429359436035,-2.135946750640869,ok
1.wav,1.1617132425308228,1.1617131233215332,ok
10.wav,-1.0802133083343506,-1.0802135467529297,ok
100.wav,3.555039644241333,3.555039882659912,ok
1000.wav,0.3657192885875702,0.36571934819221497,ok
10000.wav,-0.10502061247825623,-0.10500699281692505,ok
10001.wav,-5.867526054382324,-5.867535591125488,ok
10002.wav,-8.095274925231934,-8.095282554626465,ok
10003.wav,-4.06679105758667,-4.06679105758667,ok
10004.wav,-4.777134418487549,-4.7771382331848145,ok
10005.wav,2.0771424770355225,2.0772340297698975,ok
10006.wav,3.9213194847106934,3.9213268756866455,ok
10007.wav,3.163139581680298,3.1631393432617188,ok
10008.wav,-0.3468373417854309,-0.3468366861343384,ok
10009.wav,1.517044186592102,1.5170440673828125,ok
1001.wav,3.2331273555755615,3.233137607574463,ok
10010.wav,-2.722097635269165,-2.7221105098724365,ok
10011.wav,6.065767288208008,6.067065715789795,ok
10012.wav,1.7256735563278198,1.7256828546524048,ok
10013.wav,-2.6592607498168945,-2.6592674255371094,ok
10014.wav,-2.417875051498413,-2.417876720428467,ok
10015.wav,-8.633569717407227,-8.633671760559082,ok
10016.wav,1.3473944664001465,1.347394585609436,ok
10017.wav,4.896941661834717,4.896941661834717,ok
10018.wav,-0.8131924867630005,-0.8131924271583557,ok
10019.wav,1.1444209814071655,1.1444213390350342,ok
1002.wav,6.431704521179199,6.431768894195557,ok
10020.wav,1.704627513885498,1.7046140432357788,ok
10021.wav,-2.8408939838409424,-2.8408942222595215,ok
10022.wav,2.2771239280700684,2.2771236896514893,ok
10023.wav,4.922066688537598,4.922068119049072,ok
10024.wav,2.114941358566284,2.1149072647094727,ok
10025.wav,4.68705415725708,4.68705940246582,ok
10026.wav,1.9446057081222534,1.944607138633728,ok
10027.wav,-6.638932228088379,-6.638932228088379,ok
10028.wav,2.404188394546509,2.404188394546509,ok
10029.wav,-0.06384128332138062,-0.06384158134460449,ok
1003.wav,4.737458229064941,4.737462520599365,ok
10030.wav,7.584996700286865,7.585276126861572,ok
10031.wav,-7.526889324188232,-7.526904106140137,ok
10032.wav,-0.3523114323616028,-0.3523114025592804,ok
10033.wav,2.4896507263183594,2.4896514415740967,ok
10034.wav,-1.5397065877914429,-1.5397063493728638,ok
10035.wav,-7.2163591384887695,-7.216360092163086,ok
10036.wav,4.888673782348633,4.888673305511475,ok
10037.wav,-0.7865026593208313,-0.7865028381347656,ok
10038.wav,-9.764979362487793,-9.76498031616211,ok
10039.wav,-6.901290416717529,-6.901297092437744,ok
1004.wav,-3.4909603595733643,-3.4909629821777344,ok
10040.wav,6.524917125701904,6.524932384490967,ok
10041.wav,-7.396976947784424,-7.397022247314453,ok
10042.wav,-2.1065757274627686,-2.1065778732299805,ok
10043.wav,10.929771423339844,10.929797172546387,ok
10044.wav,-2.8040127754211426,-2.8040106296539307,ok
10045.wav,-0.34614965319633484,-0.3461495339870453,ok
10046.wav,0.3469783663749695,0.3469783067703247,ok
10047.wav,-4.132792949676514,-4.13279390335083,ok
10048.wav,7.76033353805542,7.760369300842285,ok
10049.wav,2.2904298305511475,2.2904305458068848,ok
1005.wav,0.4784424901008606,0.4784424901008606,ok
10050.wav,-3.263216257095337,-3.2632195949554443,ok
10051.wav,-4.008255958557129,-4.008256435394287,ok
10052.wav,1.638495683670044,1.6384960412979126,ok
10053.wav,3.340674638748169,3.3407106399536133,ok
10054.wav,0.4418664276599884,0.4418673515319824,ok
10055.wav,-0.13916154205799103,-0.13916102051734924,ok
10056.wav,-3.677722930908203,-3.6777286529541016,ok
10057.wav,-4.979082107543945,-4.9790873527526855,ok
10058.wav,-2.8549001216888428,-2.85490083694458,ok
10059.wav,-2.771982431411743,-2.771982192993164,ok
1006.wav,2.4018824100494385,2.4018826484680176,ok
10060.wav,-4.220244884490967,-4.220245838165283,ok
10061.wav,2.118224620819092,2.1182281970977783,ok
10062.wav,-0.37433382868766785,-0.37433403730392456,ok
10063.wav,-8.384078025817871,-8.384078025817871,ok
10064.wav,2.0783722400665283,2.0783722400665283,ok
10065.wav,0.8716768622398376,0.8716767430305481,ok
10066.wav,3.7274229526519775,3.727421522140503,ok
10067.wav,-8.212778091430664,-8.212798118591309,ok
10068.wav,2.302283763885498,2.302283763885498,ok
10069.wav,0.43747109174728394,0.43747106194496155,ok
1007.wav,-4.143115520477295,-4.143118381500244,ok
10070.wav,0.5632577538490295,0.5632585883140564,ok
10071.wav,1.763909101486206,1.7639096975326538,ok
10072.wav,-0.4825667142868042,-0.4825707674026489,ok
10073.wav,-1.6948920488357544,-1.6948925256729126,ok
10074.wav,6.322793006896973,6.322793483734131,ok
10075.wav,0.15445758402347565,0.15445750951766968,ok
10076.wav,1.5766979455947876,1.5768293142318726,ok
10077.wav,-8.271478652954102,-8.271591186523438,ok
10078.wav,1.7307301759719849,1.7307308912277222,ok
10079.wav,-0.38984471559524536,-0.38984355330467224,ok
1008.wav,7.784449577331543,7.784480571746826,ok
10080.wav,-5.024153709411621,-5.024234294891357,ok
